Data,Receitas,Despesas,Categoria,Região,Cliente_Chave
2022-09-30,9778.36553679928,1196.061573157584,Serviços,Oeste,C33482
2022-09-30,8342.670850087212,3806.909568512446,Serviços,Norte,C39811
2022-09-30,5303.8044429838355,3776.226243980073,Serviços,Sul,C38938
2022-09-30,3529.8151493825426,3112.0405180944904,Consultoria,Leste,C2898
2022-09-30,7127.96479704646,4152.439267811118,Serviços,Leste,C7662
2022-09-30,6774.444748343059,5192.478863666483,Outros,Norte,C39764
2022-09-30,7477.827746110979,5084.543043126865,Vendas,Sul,C15907
2022-09-30,7754.237172258635,2627.5767985980738,Outros,Norte,C15928
2022-09-30,10835.613603227788,2695.238061721768,Serviços,Oeste,C39760
2022-09-30,8611.428632958945,2179.0408659261184,Serviços,Leste,C34996
2022-09-30,8314.035553345433,2906.511920285743,Consultoria,Oeste,C15918
2022-09-30,10079.270674774561,2786.9098189167835,Vendas,Leste,C3165
2022-09-30,8532.94418295549,3451.892072500279,Consultoria,Sul,C15642
2022-09-30,11637.325678729676,1788.0774474384648,Serviços,Oeste,C34973
2022-09-30,11217.63039979873,3636.744811005594,Consultoria,Norte,C33589
2022-09-30,8101.81043126839,5527.0783105193905,Outros,Sul,C49664
2022-09-30,10481.896283729175,4506.315923553506,Consultoria,Norte,C38954
2022-09-30,9052.503651608135,4907.878072535607,Consultoria,Oeste,C15636
2022-09-30,6749.824328246357,6497.628430652016,Outros,Norte,C3520
2022-09-30,10435.502223981088,3990.093087289943,Serviços,Oeste,C2223
2022-09-30,6591.708453972885,3189.1184169197104,Vendas,Sul,C2611
2022-09-30,7711.737166747806,2653.0142474438376,Outros,Norte,C36946
2022-09-30,4074.576949559284,4098.303905847167,Outros,Oeste,C49919
2022-09-30,6376.056957791307,5330.383471548253,Serviços,Oeste,C36907
2022-09-30,12089.780632031612,4123.244829782136,Outros,Norte,C40920
2022-09-30,11470.4583063873,3868.2390617956075,Serviços,Leste,C10718
2022-09-30,7280.895693573283,1665.2277367529073,Vendas,Sul,C7571
2022-09-30,9296.010998430831,4484.972100489441,Vendas,Norte,C36948
2022-09-30,6298.42340636576,3450.216073776626,Consultoria,Norte,C36894
2022-09-30,11397.765337683666,5189.088235690811,Vendas,Sul,C9842
2022-09-30,5020.604695305966,5078.22960964839,Outros,Norte,C37898
2022-09-30,7930.249749368637,6716.344667126836,Vendas,Sul,C40910
2022-09-30,10651.746662705038,6789.849930507769,Outros,Norte,C37916
2022-09-30,7316.2027257447135,5439.43599207702,Vendas,Leste,C36857
2022-09-30,6681.265277671665,3810.5213285433456,Outros,Norte,C6698
2022-09-30,7205.946708171299,4289.71917857312,Serviços,Leste,C10723
2022-09-30,8447.631794900679,3763.4578568225115,Serviços,Norte,C40894
2022-09-30,6190.737699428436,5357.3762364258255,Serviços,Leste,C10709
2022-09-30,6435.945821761824,4263.720899275856,Serviços,Sul,C14708
2022-09-30,7223.360971944306,4316.378145829244,Vendas,Sul,C2515
2022-09-30,9783.609078055828,5116.804325457817,Serviços,Sul,C37011
2022-09-30,8314.774691746068,2981.5117792850842,Consultoria,Sul,C11858
2022-09-30,5213.184446522668,1490.413564481361,Consultoria,Sul,C37837
2022-09-30,10492.51442548147,1977.9497909466227,Serviços,Sul,C31119
2022-09-30,8414.046812641947,4173.583771383748,Consultoria,Oeste,C7713
2022-09-30,7405.905333457744,5049.7809545384935,Serviços,Sul,C31221
2022-09-30,9991.741876555048,4682.069286787572,Outros,Norte,C31141
2022-09-30,9271.242503216163,3664.0046334723665,Outros,Oeste,C36962
2022-09-30,8828.458772855443,2799.8529384517733,Vendas,Norte,C3637
2022-09-30,9686.052375196152,3635.313128886137,Serviços,Leste,C14705
2022-09-30,6949.988222462716,3576.763036665696,Serviços,Oeste,C40947
2022-09-30,8460.529326002283,5624.63464058932,Serviços,Oeste,C16454
2022-09-30,7940.681166421718,4121.380236094553,Serviços,Oeste,C31211
2022-09-30,6809.935166255099,1729.0020581066237,Vendas,Leste,C10806
2022-09-30,10643.268480524113,4910.605540623964,Vendas,Leste,C31068
2022-09-30,3439.274568217962,4062.4701486747454,Outros,Leste,C36845
2022-09-30,10364.516721369966,5508.965492521322,Serviços,Leste,C37935
2022-09-30,11126.001499367747,3827.530505124853,Outros,Norte,C49862
2022-09-30,4622.894792508967,1646.6473731289907,Outros,Oeste,C16381
2022-09-30,8852.773339721156,3728.0319860760455,Vendas,Sul,C36745
2022-09-30,7485.544880886549,3721.1556524879024,Serviços,Sul,C31445
2022-09-30,9398.839227855326,2839.1072539923384,Consultoria,Sul,C16377
2022-09-30,6972.131816226214,3498.033960002392,Consultoria,Oeste,C31452
2022-09-30,8991.40233209639,5072.176184818386,Outros,Sul,C49256
2022-09-30,7619.141672467843,2326.3657699416813,Outros,Sul,C36743
2022-09-30,6285.072876366534,5613.2554246544105,Serviços,Norte,C36707
2022-09-30,3410.4310696795173,3394.498992604318,Consultoria,Oeste,C2331
2022-09-30,11208.372061520138,2458.6881030547956,Vendas,Norte,C38018
2022-09-30,6900.100328189537,5840.136959596796,Consultoria,Leste,C38027
2022-09-30,7373.080174967856,5928.62896378288,Consultoria,Leste,C49857
2022-09-30,6514.81142890341,1441.810625374325,Vendas,Norte,C3568
2022-09-30,9058.786852257641,3959.5974795103593,Outros,Norte,C1795
2022-09-30,9046.649586925092,5542.595312140931,Consultoria,Oeste,C36817
2022-09-30,9177.061786109209,4124.909306171295,Consultoria,Sul,C31419
2022-09-30,9609.596054895224,2062.7626921350907,Outros,Sul,C3581
2022-09-30,5485.612904400649,4344.4593787665335,Serviços,Sul,C3605
2022-09-30,8011.3213747285035,5775.055591310468,Outros,Leste,C40869
2022-09-30,11364.507690784982,673.1794284418693,Serviços,Norte,C31353
2022-09-30,6153.283175802507,3615.8469038852845,Serviços,Leste,C37950
2022-09-30,10085.293688378762,6427.139145810876,Serviços,Norte,C025
2022-09-30,9140.883282297686,2799.232430495332,Vendas,Leste,C36790
2022-09-30,7824.5097597884105,3511.7797099132194,Consultoria,Sul,C36766
2022-09-30,7045.568025053335,4238.581797526533,Vendas,Oeste,C40861
2022-09-30,8517.162703274988,3235.865600208003,Serviços,Leste,C3596
2022-09-30,7377.298236232007,648.7325549426259,Outros,Oeste,C40855
2022-09-30,10246.237369294664,2424.772796237433,Consultoria,Sul,C36778
2022-09-30,8193.8301775911,4988.472166469034,Outros,Leste,C11802
2022-09-30,7833.627554473032,3755.8247703543793,Vendas,Norte,C36777
2022-09-30,8282.341119902518,3068.5399698568453,Consultoria,Norte,C31402
2022-09-30,3927.2907880791336,2619.9398431286163,Consultoria,Leste,C1783
2022-09-30,8644.528480156103,4009.559326545233,Serviços,Sul,C10690
2022-09-30,10187.555732985602,5208.99931469687,Serviços,Sul,C2361
2022-09-30,7625.752077064679,5639.697990281389,Serviços,Sul,C7332
2022-09-30,8130.814971727467,3719.3327070997925,Vendas,Sul,C30685
2022-09-30,10778.433753144225,3995.7052824291277,Outros,Norte,C37522
2022-09-30,9598.874387851829,2211.465925318366,Outros,Norte,C37531
2022-09-30,4999.146065702105,2374.944056632178,Serviços,Norte,C30699
2022-09-30,12716.184109820313,4893.237793466528,Vendas,Sul,C37314
2022-09-30,8331.874293474453,3575.9439650917393,Vendas,Sul,C15063
2022-09-30,11361.499780449367,3693.7057717668795,Outros,Leste,C2426
2022-09-30,8890.435305030727,6319.766581739499,Outros,Sul,C2453
2022-09-30,6865.101467585323,4403.267173547407,Serviços,Sul,C37588
2022-09-30,5520.732872271079,4211.691537720747,Serviços,Norte,C15006
2022-09-30,7229.441492171621,1697.8502963572873,Outros,Oeste,C2398
2022-09-30,8924.299376201961,4943.426444653466,Vendas,Leste,C37623
2022-09-30,6604.973178425468,3659.450418696679,Consultoria,Leste,C30768
2022-09-30,4890.004617610137,5241.425825424187,Vendas,Oeste,C37256
2022-09-30,7874.39946529313,3529.0887857653347,Outros,Oeste,C30732
2022-09-30,6431.318134710327,4620.491507360705,Consultoria,Leste,C6394
2022-09-30,7820.587900823496,5263.81419810093,Consultoria,Oeste,C11934
2022-09-30,6205.480013216514,6857.232610465558,Outros,Sul,C16623
2022-09-30,9521.467173282781,5466.134781555302,Serviços,Sul,C41348
2022-09-30,8489.228456774705,5454.145901992094,Consultoria,Norte,C11952
2022-09-30,5691.491591154384,4262.977199785566,Consultoria,Norte,C37418
2022-09-30,9958.781295756728,4941.282487615693,Serviços,Leste,C41339
2022-09-30,9042.65305473384,6110.935480467508,Outros,Sul,C30579
2022-09-30,5697.628467862321,3364.817450828288,Vendas,Sul,C30583
2022-09-30,7048.794175773667,5436.032803438068,Outros,Oeste,C37357
2022-09-30,8724.753375642138,4176.386364661557,Outros,Norte,C37403
2022-09-30,9790.57155587196,3585.064006439119,Outros,Leste,C2433
2022-09-30,9979.497721280615,3186.10021830997,Outros,Oeste,C37453
2022-09-30,6114.074157852264,711.0606235752275,Vendas,Norte,C30608
2022-09-30,6080.308364430428,3796.6983400522367,Consultoria,Oeste,C1692
2022-09-30,7668.601415900575,2548.655577063687,Vendas,Leste,C37476
2022-09-30,3592.2298012238807,4697.872744052102,Vendas,Oeste,C30620
2022-09-30,10206.702404694572,2306.898652926998,Consultoria,Oeste,C49987
2022-09-30,9660.418862072805,4503.950318671839,Consultoria,Oeste,C37255
2022-09-30,9039.92000749605,1444.0113444843155,Consultoria,Norte,C41175
2022-09-30,9316.371440549896,2510.4519312478415,Vendas,Sul,C10632
2022-09-30,11630.231698777681,2453.7702840318675,Outros,Oeste,C41060
2022-09-30,6030.427997369463,4480.578960921857,Vendas,Leste,C37080
2022-09-30,4480.7167093582275,5663.193911259272,Serviços,Oeste,C37745
2022-09-30,8420.179709868567,3992.006471548121,Vendas,Leste,C6658
2022-09-30,7425.550826156499,2167.7619185589433,Serviços,Leste,C41028
2022-09-30,7431.227210097368,5727.560011366679,Outros,Sul,C37066
2022-09-30,9410.763093113395,4543.750640074355,Vendas,Sul,C16512
2022-09-30,9717.675682632844,5885.142987802565,Vendas,Leste,C7567
2022-09-30,4981.6113169209275,4095.9697819497,Vendas,Sul,C2510
2022-09-30,8251.146759406338,4121.9985182914315,Serviços,Oeste,C41016
2022-09-30,5404.005066230584,1667.450213472844,Vendas,Norte,C37789
2022-09-30,8331.391303653341,2387.7330190552007,Consultoria,Norte,C41005
2022-09-30,9013.799784768582,3191.8163159102724,Vendas,Sul,C37043
2022-09-30,6539.468683358456,6847.030618873121,Outros,Norte,C31047
2022-09-30,7786.656745102647,647.7966314476575,Vendas,Oeste,C41023
2022-09-30,5045.414956856233,4747.41507245172,Consultoria,Norte,C37083
2022-09-30,8632.51748573238,4265.286505642497,Serviços,Norte,C30959
2022-09-30,6353.40806242922,5001.502177156052,Serviços,Leste,C37091
2022-09-30,6260.248391200437,5602.605067391282,Outros,Sul,C30833
2022-09-30,6855.535052059872,3296.591281578998,Vendas,Oeste,C49967
2022-09-30,8000.55154980371,3577.1757634556902,Serviços,Norte,C10553
2022-09-30,9829.329500498548,5318.3616971037445,Vendas,Leste,C49960
2022-09-30,6833.591406358891,4769.176688597076,Outros,Sul,C41132
2022-09-30,7527.439940437542,5340.015962189914,Vendas,Oeste,C16538
2022-09-30,10580.795525350872,4336.787354299415,Vendas,Oeste,C15000
2022-09-30,7995.248180469685,5745.408620207203,Outros,Sul,C37150
2022-09-30,7254.845044612137,3634.444142991131,Outros,Leste,C49952
2022-09-30,8086.1629102255265,4193.088462884526,Serviços,Sul,C30928
2022-09-30,8368.388880014898,4451.249588691937,Consultoria,Norte,C11887
2022-09-30,8409.077268096296,4163.160015008084,Vendas,Sul,C6693
2022-09-30,7673.517017169446,3600.7667509906123,Vendas,Leste,C15153
2022-09-30,7482.889458474587,6009.259154020174,Consultoria,Leste,C49187
2022-09-30,9814.792300182564,5658.086126081001,Consultoria,Oeste,C30948
2022-09-30,1715.2045344233738,3606.880106129937,Outros,Sul,C31504
2022-09-30,7427.012123981298,4772.569387336853,Outros,Leste,C38051
2022-09-30,9845.982677554928,3447.3824025401964,Serviços,Leste,C37844
2022-09-30,7854.032892126146,4869.676823447865,Consultoria,Leste,C2085
2022-09-30,5284.786803205097,4050.739716916599,Outros,Oeste,C38094
2022-09-30,2540.7831091695853,3170.145969981248,Serviços,Oeste,C3545
2022-09-30,7817.510498230936,5652.952454194581,Vendas,Sul,C10802
2022-09-30,6406.4954454987055,5800.893321008779,Serviços,Sul,C36602
2022-09-30,7265.406384959181,5551.963845908327,Consultoria,Sul,C40754
2022-09-30,7527.217347028447,2927.1215528459297,Vendas,Leste,C31729
2022-09-30,5724.122573376581,3561.5032132474144,Serviços,Sul,C49853
2022-09-30,8125.2289002267,4409.231644204419,Outros,Norte,C36497
2022-09-30,8475.555648414509,6506.509450559957,Serviços,Oeste,C11753
2022-09-30,6537.46971010515,5678.690725263914,Outros,Oeste,C36618
2022-09-30,6788.2436173114875,8187.349323092373,Vendas,Leste,C31709
2022-09-30,5661.8048005714045,2561.057205662154,Vendas,Leste,C31543
2022-09-30,7505.803560912215,5163.744117848008,Serviços,Norte,C3552
2022-09-30,7510.103076866726,4425.733828882886,Serviços,Oeste,C36579
2022-09-30,9451.171802480676,5414.825322656692,Outros,Leste,C16334
2022-09-30,6627.325344752548,4218.111701019342,Serviços,Oeste,C40759
2022-09-30,9449.949741309787,4312.373430879397,Consultoria,Norte,C15254
2022-09-30,8194.5529081919,4288.526963011482,Consultoria,Oeste,C31690
2022-09-30,6505.571208723363,4767.133481429087,Serviços,Norte,C31556
2022-09-30,2854.458243213834,5135.464328600591,Vendas,Oeste,C15247
2022-09-30,6718.9329630541015,5503.39240441739,Outros,Sul,C31537
2022-09-30,14509.419789036825,5146.047317688851,Outros,Norte,C030
2022-09-30,10117.949190723577,8651.471061670296,Vendas,Leste,C31553
2022-09-30,6837.416596193136,2565.3658691860883,Outros,Oeste,C3566
2022-09-30,10318.4481200425,2849.259594792098,Vendas,Sul,C3538
2022-09-30,9589.77378063001,3361.8799008582087,Vendas,Norte,C36566
2022-09-30,6788.562070708171,3548.08192784148,Serviços,Sul,C14733
2022-09-30,10092.584441229224,5105.528679486799,Vendas,Leste,C31650
2022-09-30,6167.001250001195,2749.6729291521187,Serviços,Sul,C10447
2022-10-31,6230.232997931088,2596.5932505731494,Serviços,Norte,C13322
2022-10-31,8174.852519870585,2341.5430703778,Vendas,Norte,C13321
2022-10-31,10446.853933332886,1663.0136943118237,Vendas,Oeste,C23330
2022-10-31,9153.928117149864,1094.027639956886,Vendas,Sul,C5081
2022-10-31,11272.720592757,8.511489652637465,Vendas,Leste,C5074
2022-10-31,6827.000983569338,6196.102253857769,Vendas,Norte,C47768
2022-10-31,11134.398260520647,5303.381047866161,Serviços,Sul,C23050
2022-10-31,9508.810792779228,1983.3236125588096,Consultoria,Oeste,C23008
2022-10-31,9584.236233029755,4074.6360964096707,Outros,Norte,C13315
2022-10-31,4345.160903217362,4930.167869384365,Consultoria,Norte,C37644
2022-10-31,6352.164086115892,4916.38787453898,Outros,Leste,C5073
2022-10-31,8292.824836084606,4810.907249375157,Outros,Oeste,C37217
2022-10-31,12978.038914293336,2039.9654607887016,Serviços,Sul,C47262
2022-10-31,7445.692960030927,4753.782341346953,Consultoria,Sul,C2480
2022-10-31,7754.396190163418,2927.0469537532476,Vendas,Sul,C39030
2022-10-31,14315.699726168368,4954.5909194808255,Vendas,Leste,C23329
2022-10-31,6288.978940504969,3686.491130732447,Outros,Norte,C35022
2022-10-31,9047.08510429836,4947.789102618062,Consultoria,Sul,C45201
2022-10-31,6592.564871296076,2254.064804558885,Consultoria,Oeste,C37172
2022-10-31,7819.907494602245,3726.6069720040573,Consultoria,Leste,C35018
2022-10-31,9615.143945097536,3551.5409760886046,Serviços,Leste,C2151
2022-10-31,7157.781981274592,6013.6312570788095,Consultoria,Norte,C34819
2022-10-31,5726.739164220342,3119.5414200478663,Consultoria,Oeste,C15664
2022-10-31,8820.067990701851,5912.243942883668,Serviços,Leste,C8977
2022-10-31,6502.443397243319,6660.7745848088625,Consultoria,Oeste,C10259
2022-10-31,10303.874584895875,3221.4693494171333,Outros,Sul,C9022
2022-10-31,9824.49086306795,3783.9095879320043,Vendas,Sul,C7878
2022-10-31,7220.194332776146,4145.926342200318,Vendas,Leste,C48119
2022-10-31,7585.330170918885,7596.160837097073,Serviços,Leste,C6545
2022-10-31,6624.75518978534,3849.290178324423,Serviços,Leste,C19187
2022-10-31,9411.05755401882,5431.517129016166,Serviços,Oeste,C37178
2022-10-31,9248.415728906386,3634.0478339937404,Serviços,Oeste,C39014
2022-10-31,9247.222109468104,5450.024862987184,Consultoria,Sul,C11123
2022-10-31,9045.525784688818,4605.4491789173635,Consultoria,Leste,C529
2022-10-31,6240.80046210312,5782.065668815409,Vendas,Sul,C6653
2022-10-31,7979.697065633235,2718.3947151406196,Vendas,Oeste,C36384
2022-10-31,9629.087292447315,3147.6388047727187,Outros,Oeste,C45137
2022-10-31,6892.516301135476,-450.61402039161385,Consultoria,Leste,C23435
2022-10-31,8432.36673477039,4673.108115145078,Vendas,Norte,C46634
2022-10-31,7629.275318670911,5649.230079371066,Serviços,Leste,C38198
2022-10-31,8937.732157900837,3626.9415633380436,Serviços,Leste,C47296
2022-10-31,10035.101602599134,4466.496724341485,Serviços,Sul,C34750
2022-10-31,13252.994038250803,3708.2408138539113,Serviços,Oeste,C34735
2022-10-31,8428.836970393944,4145.276693241835,Consultoria,Norte,C23438
2022-10-31,10082.824104385261,6170.601181598906,Vendas,Sul,C14059
2022-10-31,7348.642916829694,3013.512949081154,Vendas,Leste,C45121
2022-10-31,7945.831154909364,5994.088086831332,Serviços,Leste,C23440
2022-10-31,6667.076017655893,3683.6169063968014,Consultoria,Sul,C18950
2022-10-31,9377.00703716712,5449.157057062054,Consultoria,Leste,C36398
2022-10-31,10303.52806412885,4518.924912515895,Outros,Oeste,C10434
2022-10-31,9766.642417548981,7493.415675416963,Vendas,Leste,C21394
2022-10-31,8682.027754837545,2393.255402595233,Outros,Sul,C18396
2022-10-31,8815.812196639909,3304.2485953797695,Consultoria,Norte,C34766
2022-10-31,7476.299134892822,4335.9895287620975,Serviços,Oeste,C45190
2022-10-31,8853.733445696487,1626.0283932835418,Vendas,Oeste,C45174
2022-10-31,9465.792385476194,3655.9971415121704,Outros,Leste,C37642
2022-10-31,10553.186769085183,2061.5088654193382,Consultoria,Leste,C10637
2022-10-31,8390.974386316875,6257.613636398921,Consultoria,Sul,C37227
2022-10-31,4205.965711203818,6894.025974786329,Consultoria,Norte,C14873
2022-10-31,12827.143845131966,2394.0673520252567,Consultoria,Leste,C14872
2022-10-31,7743.651356782033,5714.567490113473,Serviços,Sul,C6017
2022-10-31,10611.253072418276,3506.588460430125,Consultoria,Oeste,C5499
2022-10-31,5518.968063631623,1369.3539473885398,Consultoria,Leste,C507
2022-10-31,10548.567202762277,5685.714805235821,Outros,Norte,C37630
2022-10-31,7898.109628989381,6698.867029822917,Vendas,Sul,C319
2022-10-31,9730.566087851594,3792.628047147893,Outros,Norte,C36495
2022-10-31,5121.7973926867035,4924.991665978478,Outros,Leste,C2938
2022-10-31,7982.551868209362,7225.68657901859,Serviços,Sul,C37635
2022-10-31,9120.380279978066,3371.9239755647263,Serviços,Sul,C45211
2022-10-31,6610.94053654252,6512.778836011614,Serviços,Leste,C5725
2022-10-31,6671.411923285236,5383.7949043581375,Serviços,Norte,C7033
2022-10-31,7677.884552975712,5604.128314560336,Outros,Norte,C48098
2022-10-31,4922.828262833854,5347.673555557063,Consultoria,Sul,C15156
2022-10-31,7420.251341381015,1200.0597561345376,Outros,Oeste,C23029
2022-10-31,10637.280573584489,2707.3368935508747,Consultoria,Norte,C20919
2022-10-31,9109.888970609463,6159.91809630816,Serviços,Sul,C36282
2022-10-31,8527.998615766914,3610.5107249030416,Vendas,Sul,C7474
2022-10-31,9614.988347501841,5130.3636488496195,Vendas,Leste,C19937
2022-10-31,8955.479360394998,2482.01350408305,Vendas,Sul,C38955
2022-10-31,10421.68698231309,4441.8050549735135,Serviços,Norte,C37094
2022-10-31,8582.671385624768,1696.7937062969618,Outros,Norte,C2602
2022-10-31,10284.623856131584,6167.588748378976,Outros,Norte,C19906
2022-10-31,6023.070256769603,4638.504576382722,Outros,Norte,C34961
2022-10-31,5752.622444406338,3707.0060787950306,Serviços,Oeste,C46464
2022-10-31,8828.964065015662,3623.658048853553,Vendas,Norte,C8997
2022-10-31,8304.68410966373,3516.5739431254387,Outros,Oeste,C46450
2022-10-31,10012.121292293683,5028.608628364105,Outros,Oeste,C36541
2022-10-31,7795.42442210961,2588.16725173397,Outros,Sul,C21352
2022-10-31,12397.02971163,5267.986667612818,Serviços,Sul,C10278
2022-10-31,8158.746075524826,3673.7620212732536,Consultoria,Sul,C8982
2022-10-31,3713.71218860732,4272.745229029087,Serviços,Norte,C37734
2022-10-31,9335.424051919608,7733.908509104755,Consultoria,Sul,C23080
2022-10-31,6714.889582649299,3626.3220601532457,Consultoria,Oeste,C47183
2022-10-31,9105.393415050921,3142.5905673461752,Vendas,Sul,C34990
2022-10-31,9405.555549786342,4019.8426473975287,Vendas,Sul,C48095
2022-10-31,9694.07488177808,2345.5964102058742,Outros,Oeste,C10666
2022-10-31,7374.893811278962,2851.1246907919976,Serviços,Sul,C14992
2022-10-31,9592.875465942463,3195.54508093309,Vendas,Sul,C45386
2022-10-31,6358.395585590318,6974.960126055769,Outros,Leste,C45383
2022-10-31,6480.7745344648,6079.834259272942,Serviços,Norte,C7547
2022-10-31,9839.67490647656,2093.9131639873412,Consultoria,Sul,C48075
2022-10-31,11404.348864699863,2687.4451801705136,Vendas,Sul,C325
2022-10-31,9019.79993463823,2590.529141299332,Outros,Norte,C34985
2022-10-31,6797.702168076478,1901.8558265691,Consultoria,Oeste,C5118
2022-10-31,9383.545636620382,6092.947589289348,Outros,Leste,C49935
2022-10-31,9273.226424691937,3432.172081825874,Consultoria,Oeste,C18494
2022-10-31,9673.695729223078,4050.2761794698063,Serviços,Sul,C34924
2022-10-31,10332.254648373973,3373.6089776477424,Vendas,Oeste,C5097
2022-10-31,8524.723151856966,2810.4697026165463,Outros,Leste,C46508
2022-10-31,8336.88460054921,5630.106325278341,Consultoria,Norte,C5136
2022-10-31,7759.231157003771,4622.306572179374,Consultoria,Oeste,C18392
2022-10-31,8374.10737513833,5397.1440676739,Vendas,Norte,C23221
2022-10-31,9772.424232570907,2831.4257223423947,Serviços,Sul,C34872
2022-10-31,6593.376906021282,3794.960700816016,Vendas,Oeste,C10652
2022-10-31,4399.549666111048,2194.442693815523,Outros,Sul,C10455
2022-10-31,5834.860503090704,3022.0500988777353,Serviços,Sul,C7970
2022-10-31,7794.275702085423,7916.660796466769,Outros,Leste,C34829
2022-10-31,8429.1633166782,6324.876307598694,Outros,Oeste,C34826
2022-10-31,8330.024867340364,2559.3306805240886,Serviços,Oeste,C38243
2022-10-31,3321.5369493669596,4590.981789421623,Consultoria,Oeste,C48115
2022-10-31,5289.855897822667,4417.236124543011,Outros,Norte,C6892
2022-10-31,6453.14213447217,3065.1993452536,Consultoria,Oeste,C38978
2022-10-31,7333.303848031602,1869.628850793703,Outros,Oeste,C45283
2022-10-31,8486.337509322682,4519.840386227921,Vendas,Norte,C38969
2022-10-31,7189.246627751645,3298.76584265891,Vendas,Oeste,C15648
2022-10-31,6717.575641446748,5340.659759710701,Outros,Norte,C322
2022-10-31,7675.349165742174,6119.379062243881,Serviços,Leste,C23146
2022-10-31,4265.073361249815,4574.3846393164895,Outros,Leste,C062
2022-10-31,8198.304425646165,4281.282724035487,Outros,Oeste,C45304
2022-10-31,7313.034313691083,5077.768290304644,Consultoria,Leste,C47745
2022-10-31,6274.492892584606,4938.563336374268,Serviços,Norte,C15298
2022-10-31,5643.426404098842,2699.6036596066033,Serviços,Oeste,C47599
2022-10-31,10163.074229409292,3438.1948918248004,Outros,Oeste,C23175
2022-10-31,8685.882392612119,3289.85571065857,Outros,Norte,C47843
2022-10-31,4916.633504726374,4982.394515511882,Serviços,Oeste,C2385
2022-10-31,6896.379752808805,4382.972962999165,Vendas,Norte,C23189
2022-10-31,8936.761696167603,5224.268001018463,Consultoria,Norte,C13747
2022-10-31,7347.378307928494,1228.3839725953635,Vendas,Oeste,C36342
2022-10-31,9975.970117447287,4320.479622302587,Consultoria,Norte,C46638
2022-10-31,8977.433334870751,4786.449689258937,Outros,Leste,C23200
2022-10-31,7432.656989901685,3026.4069532487138,Serviços,Norte,C13399
2022-10-31,7390.289283112506,7215.434110010297,Outros,Sul,C23217
2022-10-31,9067.578872214197,2881.2880176363633,Vendas,Norte,C7872
2022-10-31,8025.647578868658,3651.183046157291,Consultoria,Norte,C36399
2022-10-31,7230.761675621138,4763.799790427369,Vendas,Norte,C44825
2022-10-31,10436.621179621257,2221.24688962624,Outros,Leste,C15733
2022-10-31,9297.207379594125,3390.908990271537,Serviços,Sul,C23990
2022-10-31,9828.032793247168,2536.445971998353,Outros,Sul,C2442
2022-10-31,7096.744581688497,3476.9073409880184,Outros,Sul,C476
2022-10-31,9580.803321984684,2426.294421734434,Consultoria,Oeste,C24005
2022-10-31,7072.415860839569,6090.542447354269,Vendas,Leste,C3006
2022-10-31,7214.117850809183,3928.471181853566,Outros,Leste,C34426
2022-10-31,10042.797727927777,5072.507458740366,Serviços,Norte,C13181
2022-10-31,6671.791871668938,4435.291587822454,Serviços,Leste,C37368
2022-10-31,5618.281816056919,2871.792733517559,Serviços,Norte,C9109
2022-10-31,8028.567302150287,1043.0485133780935,Serviços,Norte,C39254
2022-10-31,9253.75231948719,2367.9806164092947,Consultoria,Oeste,C34376
2022-10-31,7558.4680008963405,3301.267905161546,Serviços,Sul,C2098
2022-10-31,8592.689426236406,5213.109673418049,Consultoria,Leste,C6682
2022-10-31,8748.382025437399,5733.775516789105,Vendas,Leste,C44738
2022-10-31,8838.63718953462,5132.949145401144,Vendas,Oeste,C44809
2022-10-31,6643.681733559731,5251.978790265777,Serviços,Leste,C18176
2022-10-31,7747.352823835756,2424.0696037614553,Vendas,Oeste,C23943
2022-10-31,6062.131401074549,3250.5406495112447,Consultoria,Sul,C13805
2022-10-31,6262.194596500045,4565.564818672709,Consultoria,Leste,C19502
2022-10-31,11031.645150618522,7463.278910478328,Consultoria,Norte,C23864
2022-10-31,11014.361535680362,299.69802694471537,Vendas,Oeste,C13206
2022-10-31,8938.117445171489,2326.525039669945,Vendas,Norte,C44854
2022-10-31,8152.054282879517,5260.586605391936,Consultoria,Norte,C34465
2022-10-31,5857.3577863248065,5914.364628499862,Outros,Sul,C39195
2022-10-31,7986.849084105963,3787.3648185895454,Vendas,Sul,C13200
2022-10-31,10608.708258844832,2919.164450480286,Serviços,Sul,C39215
2022-10-31,7110.433980270779,2046.9467965493675,Consultoria,Norte,C23919
2022-10-31,5824.4984597454895,2896.7005819701203,Outros,Norte,C47439
2022-10-31,7537.253217099125,2858.0102534859734,Serviços,Sul,C2609
2022-10-31,8520.826225107427,7023.745918338989,Consultoria,Norte,C38185
2022-10-31,7757.0552614752905,5268.671365295393,Outros,Norte,C49979
2022-10-31,3765.111218958883,4321.272829153914,Outros,Sul,C47445
2022-10-31,7576.358013784856,4822.58947796521,Consultoria,Leste,C7059
2022-10-31,7756.647604055535,2911.3988704818,Outros,Oeste,C21162
2022-10-31,6861.2016316025665,2970.075340307246,Vendas,Oeste,C15732
2022-10-31,7407.365161508289,1824.6570679167926,Vendas,Norte,C9121
2022-10-31,9637.147404287949,6198.045085709389,Serviços,Sul,C21039
2022-10-31,7132.901684970064,2955.111099581067,Outros,Leste,C19460
2022-10-31,8902.7065354276,4777.715986381096,Consultoria,Leste,C34307
2022-10-31,8070.552362561816,1225.7063475243021,Serviços,Norte,C19373
